Observations of EXO 0748-676 from Degenaar et al. 2014

time (MJD)			kT_eff_infty (eV)		error(eV)	

54755.5				129.1					2.3
54776.0				126.1					2.2
54886.0				122.6					2.6
54908				120.0					2.0
54992				117.8					2.5
55013				115.5					2.2
55306				116.8					2.5
55364				116.2					1.9
55489				115.4					2.2
55745				117.6					2.2
56505				109.9					2.0
