XTE J1731 observations (from Fridriksson et al. 2011)

time (days)		kT_eff_infty (eV)		error (eV)		
2.95			163.1					3.5
10.81			158.2					2.5
16.24			155.0					1.3
49.49			149.2					1.3
174.33			128.7					4.7
225.72			157.8					1.8
298.30			135.1					2.0
431.07			125.5					3.1
540.08			125.0					1.5
592.68			128.4					2.3
652.62			123.3					2.2
705.38			123.0					2.0
795.63			123.7					1.7
1158.84			120.6					1.7
