    Pressure         n_b          Ye          Yn        Zbar        Abar        mu_e        mu_n
 3.07120E-03   1.04582E-02   3.05003E-02   8.51565E-01   1.50000E+01   7.30000E+01   4.12028E+01   4.54072E+00
 3.10191E-03   1.05556E-02   3.04419E-02   8.51850E-01   1.50000E+01   7.30000E+01   4.13052E+01   4.56177E+00
 3.13373E-03   1.06552E-02   3.03834E-02   8.52134E-01   1.50000E+01   7.30000E+01   4.14093E+01   4.58316E+00
 3.16507E-03   1.07540E-02   3.03263E-02   8.52412E-01   1.50000E+01   7.30000E+01   4.15122E+01   4.60431E+00
 3.19672E-03   1.08536E-02   3.02699E-02   8.52686E-01   1.50000E+01   7.30000E+01   4.16154E+01   4.62550E+00
 3.22868E-03   1.09539E-02   3.02142E-02   8.52958E-01   1.50000E+01   7.30000E+01   4.17188E+01   4.64676E+00
 3.26097E-03   1.10550E-02   3.01591E-02   8.53226E-01   1.50000E+01   7.30000E+01   4.18224E+01   4.66806E+00
 3.29358E-03   1.11568E-02   3.01046E-02   8.53491E-01   1.50000E+01   7.30000E+01   4.19264E+01   4.68942E+00
 3.32652E-03   1.12593E-02   3.00508E-02   8.53753E-01   1.50000E+01   7.30000E+01   4.20306E+01   4.71083E+00
 3.35978E-03   1.13625E-02   2.99976E-02   8.54012E-01   1.50000E+01   7.30000E+01   4.21350E+01   4.73229E+00
 3.39338E-03   1.14665E-02   2.99450E-02   8.54268E-01   1.50000E+01   7.30000E+01   4.22397E+01   4.75381E+00
 3.42731E-03   1.15713E-02   2.98931E-02   8.54520E-01   1.50000E+01   7.30000E+01   4.23447E+01   4.77538E+00
 3.46159E-03   1.16768E-02   2.98418E-02   8.54770E-01   1.50000E+01   7.30000E+01   4.24499E+01   4.79700E+00
 3.49620E-03   1.17831E-02   2.97911E-02   8.55017E-01   1.50000E+01   7.30000E+01   4.25554E+01   4.81868E+00
 3.53116E-03   1.18901E-02   2.97410E-02   8.55260E-01   1.50000E+01   7.30000E+01   4.26612E+01   4.84041E+00
 3.56648E-03   1.19978E-02   2.96916E-02   8.55501E-01   1.50000E+01   7.30000E+01   4.27672E+01   4.86219E+00
 3.60214E-03   1.21064E-02   2.96427E-02   8.55739E-01   1.50000E+01   7.30000E+01   4.28735E+01   4.88403E+00
 3.63816E-03   1.22157E-02   2.95945E-02   8.55974E-01   1.50000E+01   7.30000E+01   4.29800E+01   4.90593E+00
 3.67454E-03   1.23257E-02   2.95468E-02   8.56205E-01   1.50000E+01   7.30000E+01   4.30868E+01   4.92787E+00
 3.71129E-03   1.24366E-02   2.94998E-02   8.56434E-01   1.50000E+01   7.30000E+01   4.31939E+01   4.94988E+00
 3.74840E-03   1.25482E-02   2.94533E-02   8.56660E-01   1.50000E+01   7.30000E+01   4.33012E+01   4.97193E+00
 3.78589E-03   1.26606E-02   2.94075E-02   8.56883E-01   1.50000E+01   7.30000E+01   4.34088E+01   4.99404E+00
 3.82375E-03   1.27738E-02   2.93622E-02   8.57104E-01   1.50000E+01   7.30000E+01   4.35167E+01   5.01621E+00
 3.86198E-03   1.28878E-02   2.93176E-02   8.57321E-01   1.50000E+01   7.30000E+01   4.36248E+01   5.03843E+00
 3.90060E-03   1.30025E-02   2.92735E-02   8.57536E-01   1.50000E+01   7.30000E+01   4.37332E+01   5.06071E+00
 3.93961E-03   1.31181E-02   2.92300E-02   8.57747E-01   1.50000E+01   7.30000E+01   4.38419E+01   5.08304E+00
 3.97900E-03   1.32344E-02   2.91871E-02   8.57956E-01   1.50000E+01   7.30000E+01   4.39508E+01   5.10542E+00
 4.01879E-03   1.33516E-02   2.91448E-02   8.58162E-01   1.50000E+01   7.30000E+01   4.40601E+01   5.12787E+00
 4.05898E-03   1.34695E-02   2.91030E-02   8.58365E-01   1.50000E+01   7.30000E+01   4.41695E+01   5.15036E+00
 4.09957E-03   1.35882E-02   2.90619E-02   8.58566E-01   1.50000E+01   7.30000E+01   4.42793E+01   5.17292E+00
 4.14054E-03   1.37068E-02   2.90216E-02   8.58762E-01   1.50000E+01   7.30000E+01   4.43884E+01   5.19535E+00
 4.18194E-03   1.38272E-02   2.89815E-02   8.58957E-01   1.50000E+01   7.30000E+01   4.44987E+01   5.21801E+00
 4.22376E-03   1.39484E-02   2.89421E-02   8.59149E-01   1.50000E+01   7.30000E+01   4.46093E+01   5.24073E+00
 4.26600E-03   1.40703E-02   2.89032E-02   8.59338E-01   1.50000E+01   7.30000E+01   4.47202E+01   5.26351E+00
 4.30866E-03   1.41931E-02   2.88648E-02   8.59525E-01   1.50000E+01   7.30000E+01   4.48313E+01   5.28634E+00
 4.35175E-03   1.43167E-02   2.88270E-02   8.59708E-01   1.50000E+01   7.30000E+01   4.49427E+01   5.30924E+00
 4.39526E-03   1.44412E-02   2.87898E-02   8.59890E-01   1.50000E+01   7.30000E+01   4.50543E+01   5.33218E+00
 4.43922E-03   1.45664E-02   2.87532E-02   8.60068E-01   1.50000E+01   7.30000E+01   4.51663E+01   5.35519E+00
 4.48361E-03   1.46925E-02   2.87171E-02   8.60244E-01   1.50000E+01   7.30000E+01   4.52785E+01   5.37825E+00
 4.52786E-03   1.47413E-02   2.87033E-02   8.60311E-01   1.50000E+01   7.30000E+01   4.53218E+01   5.38714E+00
 4.57314E-03   1.48684E-02   2.86680E-02   8.60482E-01   1.50000E+01   7.30000E+01   4.54343E+01   5.41025E+00
 4.61887E-03   1.49963E-02   2.86333E-02   8.60651E-01   1.50000E+01   7.30000E+01   4.55470E+01   5.43342E+00
 5.23341E-03   1.50116E-02   2.86292E-02   8.60671E-01   1.50000E+01   7.30000E+01   4.55605E+01   5.43619E+00
 5.28581E-03   1.51028E-02   2.86049E-02   8.60789E-01   1.50000E+01   7.30000E+01   4.56405E+01   5.45263E+00
 5.33867E-03   1.52296E-02   2.85719E-02   8.60950E-01   1.50000E+01   7.30000E+01   4.57515E+01   5.47544E+00
 5.39205E-03   1.53573E-02   2.85393E-02   8.61109E-01   1.50000E+01   7.30000E+01   4.58628E+01   5.49831E+00
 6.71403E-03   1.53985E-02   2.85289E-02   8.61159E-01   1.50000E+01   7.30000E+01   4.58986E+01   5.50568E+00
 6.78117E-03   1.55237E-02   2.84979E-02   8.61310E-01   1.50000E+01   7.30000E+01   4.60072E+01   5.52799E+00
 6.84898E-03   1.56497E-02   2.84674E-02   8.61458E-01   1.50000E+01   7.30000E+01   4.61160E+01   5.55035E+00
 7.19857E-03   1.56910E-02   2.84576E-02   8.61506E-01   1.50000E+01   7.30000E+01   4.61516E+01   5.55765E+00
 7.27055E-03   1.58176E-02   2.84278E-02   8.61651E-01   1.50000E+01   7.30000E+01   4.62604E+01   5.58001E+00
 7.34326E-03   1.59449E-02   2.83986E-02   8.61794E-01   1.50000E+01   7.30000E+01   4.63695E+01   5.60243E+00
 7.41669E-03   1.60731E-02   2.83698E-02   8.61934E-01   1.50000E+01   7.30000E+01   4.64788E+01   5.62490E+00
 7.49086E-03   1.62020E-02   2.83415E-02   8.62072E-01   1.50000E+01   7.30000E+01   4.65884E+01   5.64742E+00
 7.56577E-03   1.63316E-02   2.83136E-02   8.62207E-01   1.50000E+01   7.30000E+01   4.66983E+01   5.66999E+00
 7.64143E-03   1.64621E-02   2.82863E-02   8.62340E-01   1.50000E+01   7.30000E+01   4.68084E+01   5.69262E+00
 7.79502E-03   1.65268E-02   2.82730E-02   8.62405E-01   1.50000E+01   7.30000E+01   4.68629E+01   5.70381E+00
 7.87297E-03   1.66583E-02   2.82464E-02   8.62534E-01   1.50000E+01   7.30000E+01   4.69733E+01   5.72650E+00
 7.95170E-03   1.67729E-02   2.82237E-02   8.62645E-01   1.50000E+01   7.30000E+01   4.70692E+01   5.74621E+00
 8.03122E-03   1.69059E-02   2.81980E-02   8.62770E-01   1.50000E+01   7.30000E+01   4.71801E+01   5.76900E+00
 8.11153E-03   1.70396E-02   2.81727E-02   8.62893E-01   1.50000E+01   7.30000E+01   4.72912E+01   5.79183E+00
 8.19264E-03   1.71741E-02   2.81480E-02   8.63013E-01   1.50000E+01   7.30000E+01   4.74026E+01   5.81473E+00
 8.52530E-03   1.72948E-02   2.81263E-02   8.63119E-01   1.50000E+01   7.30000E+01   4.75022E+01   5.83519E+00
 8.61055E-03   1.74306E-02   2.81025E-02   8.63235E-01   1.50000E+01   7.30000E+01   4.76139E+01   5.85815E+00
 8.69666E-03   1.75476E-02   2.80824E-02   8.63332E-01   1.50000E+01   7.30000E+01   4.77099E+01   5.87787E+00
 8.78362E-03   1.76848E-02   2.80595E-02   8.63444E-01   1.50000E+01   7.30000E+01   4.78221E+01   5.90093E+00
 8.87146E-03   1.78229E-02   2.80370E-02   8.63553E-01   1.50000E+01   7.30000E+01   4.79346E+01   5.92404E+00
 8.96017E-03   1.79617E-02   2.80150E-02   8.63660E-01   1.50000E+01   7.30000E+01   4.80473E+01   5.94720E+00
 9.23167E-03   1.80983E-02   2.79939E-02   8.63763E-01   1.50000E+01   7.30000E+01   4.81579E+01   5.96992E+00
 9.32399E-03   1.82386E-02   2.79728E-02   8.63865E-01   1.50000E+01   7.30000E+01   4.82710E+01   5.99317E+00
 9.41723E-03   1.83796E-02   2.79522E-02   8.63966E-01   1.50000E+01   7.30000E+01   4.83844E+01   6.01648E+00
 9.51140E-03   1.85215E-02   2.79321E-02   8.64064E-01   1.50000E+01   7.30000E+01   4.84981E+01   6.03984E+00
 9.60652E-03   1.86641E-02   2.79124E-02   8.64159E-01   1.50000E+01   7.30000E+01   4.86121E+01   6.06325E+00
 9.70258E-03   1.88076E-02   2.78932E-02   8.64253E-01   1.50000E+01   7.30000E+01   4.87263E+01   6.08673E+00
 9.79961E-03   1.89519E-02   2.78745E-02   8.64344E-01   1.50000E+01   7.30000E+01   4.88408E+01   6.11025E+00
 9.89760E-03   1.90969E-02   2.78562E-02   8.64433E-01   1.50000E+01   7.30000E+01   4.89556E+01   6.13384E+00
 9.99658E-03   1.92428E-02   2.78384E-02   8.64520E-01   1.50000E+01   7.30000E+01   4.90706E+01   6.15748E+00
 1.00965E-02   1.93895E-02   2.78210E-02   8.64604E-01   1.50000E+01   7.30000E+01   4.91859E+01   6.18117E+00
 1.01975E-02   1.95156E-02   2.78065E-02   8.64675E-01   1.50000E+01   7.30000E+01   4.92848E+01   6.20149E+00
 1.02995E-02   1.96638E-02   2.77900E-02   8.64755E-01   1.50000E+01   7.30000E+01   4.94006E+01   6.22529E+00
 1.04025E-02   1.98128E-02   2.77740E-02   8.64833E-01   1.50000E+01   7.30000E+01   4.95167E+01   6.24914E+00
 1.05065E-02   1.99625E-02   2.77584E-02   8.64909E-01   1.50000E+01   7.30000E+01   4.96330E+01   6.27305E+00
 1.06116E-02   2.01131E-02   2.77432E-02   8.64983E-01   1.50000E+01   7.30000E+01   4.97497E+01   6.29702E+00
 1.07177E-02   2.02646E-02   2.77286E-02   8.65054E-01   1.50000E+01   7.30000E+01   4.98666E+01   6.32104E+00
 1.08249E-02   2.04168E-02   2.77143E-02   8.65124E-01   1.50000E+01   7.30000E+01   4.99838E+01   6.34512E+00
 1.18390E-02   2.05426E-02   2.77030E-02   8.65179E-01   1.50000E+01   7.30000E+01   5.00803E+01   6.36497E+00
 1.19574E-02   2.06960E-02   2.76896E-02   8.65244E-01   1.50000E+01   7.30000E+01   5.01978E+01   6.38910E+00
 1.20770E-02   2.07011E-02   2.76892E-02   8.65246E-01   1.50000E+01   7.30000E+01   5.02017E+01   6.38991E+00
 1.21977E-02   2.07987E-02   2.76810E-02   8.65286E-01   1.50000E+01   7.30000E+01   5.02763E+01   6.40523E+00
 1.23197E-02   2.09534E-02   2.76684E-02   8.65347E-01   1.50000E+01   7.30000E+01   5.03941E+01   6.42944E+00
 1.24429E-02   2.11089E-02   2.76563E-02   8.65406E-01   1.50000E+01   7.30000E+01   5.05122E+01   6.45372E+00
 1.25673E-02   2.12652E-02   2.76446E-02   8.65463E-01   1.50000E+01   7.30000E+01   5.06306E+01   6.47805E+00
 1.26930E-02   2.14223E-02   2.76333E-02   8.65518E-01   1.50000E+01   7.30000E+01   5.07493E+01   6.50244E+00
 1.28199E-02   2.15802E-02   2.76226E-02   8.65570E-01   1.50000E+01   7.30000E+01   5.08683E+01   6.52689E+00
 1.29481E-02   2.17390E-02   2.76122E-02   8.65620E-01   1.50000E+01   7.30000E+01   5.09876E+01   6.55140E+00
 1.30776E-02   2.18986E-02   2.76024E-02   8.65668E-01   1.50000E+01   7.30000E+01   5.11071E+01   6.57596E+00
 1.32084E-02   2.20542E-02   2.75932E-02   8.65713E-01   1.50000E+01   7.30000E+01   5.12234E+01   6.59985E+00
 1.33405E-02   2.22154E-02   2.75842E-02   8.65757E-01   1.50000E+01   7.30000E+01   5.13435E+01   6.62453E+00
 1.34739E-02   2.22836E-02   2.75806E-02   8.65774E-01   1.50000E+01   7.30000E+01   5.13942E+01   6.63495E+00
 1.54879E-02   2.24365E-02   2.75727E-02   8.65813E-01   1.50000E+01   7.30000E+01   5.15077E+01   6.65827E+00
 1.56427E-02   2.25990E-02   2.75648E-02   8.65851E-01   1.50000E+01   7.30000E+01   5.16280E+01   6.68298E+00
 1.57992E-02   2.27622E-02   2.75574E-02   8.65887E-01   1.50000E+01   7.30000E+01   5.17485E+01   6.70776E+00
 1.59572E-02   2.28872E-02   2.75521E-02   8.65913E-01   1.50000E+01   7.30000E+01   5.18405E+01   6.72667E+00
 1.61167E-02   2.30519E-02   2.75454E-02   8.65946E-01   1.50000E+01   7.30000E+01   5.19616E+01   6.75155E+00
 1.62779E-02   2.30601E-02   2.75451E-02   8.65947E-01   1.50000E+01   7.30000E+01   5.19677E+01   6.75279E+00
 1.64407E-02   2.30643E-02   2.75449E-02   8.65948E-01   1.50000E+01   7.30000E+01   5.19707E+01   6.75342E+00
 1.66051E-02   2.32030E-02   2.75397E-02   8.65973E-01   1.50000E+01   7.30000E+01   5.20724E+01   6.77431E+00
 1.67711E-02   2.33048E-02   2.75361E-02   8.65991E-01   1.50000E+01   7.30000E+01   5.21469E+01   6.78962E+00
 1.72793E-02   2.33982E-02   2.75330E-02   8.66006E-01   1.50000E+01   7.30000E+01   5.22151E+01   6.80365E+00
 1.74521E-02   2.34994E-02   2.75298E-02   8.66022E-01   1.50000E+01   7.30000E+01   5.22890E+01   6.81881E+00
 1.76266E-02   2.36672E-02   2.75248E-02   8.66046E-01   1.50000E+01   7.30000E+01   5.24111E+01   6.84391E+00
 1.78029E-02   2.38358E-02   2.75202E-02   8.66068E-01   1.50000E+01   7.30000E+01   5.25335E+01   6.86907E+00
 1.79809E-02   2.40052E-02   2.75161E-02   8.66088E-01   1.50000E+01   7.30000E+01   5.26563E+01   6.89429E+00
 1.81607E-02   2.41133E-02   2.75138E-02   8.66100E-01   1.50000E+01   7.30000E+01   5.27344E+01   6.91035E+00
 1.83423E-02   2.42840E-02   2.75104E-02   8.66116E-01   1.50000E+01   7.30000E+01   5.28576E+01   6.93567E+00
 1.85258E-02   2.44556E-02   2.75075E-02   8.66130E-01   1.50000E+01   7.30000E+01   5.29811E+01   6.96105E+00
 1.87110E-02   2.45655E-02   2.75059E-02   8.66138E-01   1.50000E+01   7.30000E+01   5.30601E+01   6.97726E+00
 1.88981E-02   2.47385E-02   2.75037E-02   8.66149E-01   1.50000E+01   7.30000E+01   5.31841E+01   7.00275E+00
 1.90871E-02   2.47876E-02   2.75031E-02   8.66151E-01   1.50000E+01   7.30000E+01   5.32192E+01   7.00997E+00
 1.94708E-02   2.48169E-02   2.75028E-02   8.66153E-01   1.50000E+01   7.30000E+01   5.32402E+01   7.01428E+00
 1.96655E-02   2.49912E-02   2.75013E-02   8.66160E-01   1.50000E+01   7.30000E+01   5.33647E+01   7.03987E+00
 1.98621E-02   2.51663E-02   2.75002E-02   8.66166E-01   1.50000E+01   7.30000E+01   5.34896E+01   7.06552E+00
