           8           8          16   127.61933600000000        15.664323000000000        28.886645999999999        12.126969000000001        22.334938000000001        10.420979291660000        15.417020708340001        96.703885121850007     
          10          12          22   177.77056600000000        10.364323000000001        17.125646000000000        15.265969000000000        26.398938000000001        10.817979291660000        2.8430207083410002        132.96784204250000     
          12          14          26   216.68115000000000        11.093323000000000        18.423646000000002        14.145968999999999        24.840938000000001        9.3539792916589999        4.0050207083410001        157.14381332299999     
          14          16          30   255.61973399999999        10.609323000000000        19.082646000000000        13.506969000000000        23.991938000000001        8.5609792916590006        4.2320207083410004        181.31978460350001     
          16          17          33   280.42199499999998        8.6413229999999999        23.685645999999998        9.5699690000000004        18.214938000000000       0.24897929165870000        5.5830207083410004        199.45176306380000      
          20          26          46   398.77377799999999        10.399323000000001        17.813645999999999        13.812969000000001        25.044937999999998        7.7259792916589998        1.3800207083410001        278.02366972530001     
          22          28          50   437.78536200000002        10.939323000000000        19.081645999999999        12.159969000000000        21.785938000000002        6.8849792916589996        2.2070207083410001        302.19964100580000     
          24          30          54   474.00894599999998        9.7193229999999993        17.658646000000001        12.372968999999999        22.042937999999999        7.0419792916589996        1.3780207083410001        326.37561228620001     
          26          32          58   509.94952999999998        10.044323000000000        17.690646000000001        11.956969000000001        21.450938000000001        6.3259792916590003        2.3070207083410001        350.55158356670000     
          27          32          59   517.31349899999998        10.453322999999999        19.026646000000000        7.3639690000000000        19.320938000000002        1.5649792916590000        1.0730207083409999        356.59557638680002     
          28          34          62   545.26211400000000        10.596323000000000        18.416646000000000        11.136969000000001        19.910938000000002        5.3149792916590002        3.9590207083409998        374.72755484720000     
          30          36          66   578.13569800000005        11.058323000000000        19.037645999999999        8.9249690000000008        16.378938000000002        2.6409792916589998        5.1750207083410000        398.90352612760000     
          32          40          72   628.68592799999999        10.751322999999999        18.166646000000000        9.7359690000000008        17.598938000000000        3.9979792916590000        4.3560207083410001        435.16748304830003     
          33          42          75   652.56554300000005        10.245323000000001        18.223645999999999        6.9009689999999999        17.912938000000000        1.1779792916589999       0.86502070834139999        453.29946150870001     
          34          44          78   679.98915799999997        10.498322999999999        17.916646000000000        10.398968999999999        18.390937999999998        4.2089792916590003        3.5740207083410001        471.43143996900000     
          36          48          84   732.26538800000003        10.520322999999999        17.991645999999999        10.721969000000000        19.422937999999998        4.6499792916590001        2.6830207083410000        507.69539688970002     
          46          61         107   916.01427699999999        6.5363230000000003        16.097646000000001        9.2999690000000008        17.017938000000001        1.5099792916590000       -3.4979291658719998E-002   646.70723175240005     
